Customer_ID,Age,Gender,Annual_Income,Spending_Score,Region,Loyalty_Tier,Purchase_Frequency
CUST4182,23,Male,71778.0,79.0,South,Platinum,14.0
CUST4183,31,Female,35787.0,34.0,North,Silver,17.0
CUST4184,27,Male,68795.0,50.0,North,Silver,14.0
CUST4185,48,Male,,,West,Gold,
CUST4186,23,Male,67640.0,42.0,West,Platinum,21.0
CUST4187,43,Female,67021.0,75.0,East,Silver,17.0
CUST4188,43,Female,56452.0,32.0,East,Silver,8.0
CUST4189,53,Female,57628.0,58.0,East,Platinum,14.0
CUST4190,30,Female,56339.0,55.0,South,Gold,18.0
CUST4191,42,Female,19792.0,49.0,South,Platinum,10.0
CUST4192,57,Male,51774.0,57.0,East,Silver,19.0
CUST4193,10,Male,-1000.0,-10.0,West,Platinum,
CUST4194,19,Male,52567.0,74.0,North,Gold,17.0
CUST4195,16,Female,32855.0,78.0,South,Gold,2.0
CUST4196,42,Female,32225.0,50.0,South,Gold,19.0
CUST4197,16,Male,74074.0,86.0,East,Gold,5.0
CUST4198,31,Female,66041.0,44.0,North,Gold,20.0
CUST4199,39,Female,49937.0,56.0,South,Gold,9.0
CUST4200,36,Male,52771.0,71.0,North,Gold,24.0
CUST4201,39,Male,46281.0,43.0,South,Silver,15.0
CUST4202,37,Female,58548.0,29.0,North,Platinum,20.0
CUST4203,47,Female,39859.0,25.0,North,Gold,14.0
CUST4204,25,Male,,,South,Platinum,
CUST4205,28,Female,46203.0,42.0,North,Platinum,10.0
CUST4206,27,Male,43702.0,47.0,West,Silver,17.0
CUST4207,43,Male,50325.0,33.0,South,Platinum,29.0
CUST4208,44,Male,41132.0,64.0,South,Platinum,22.0
CUST4209,39,Female,54930.0,38.0,West,Gold,15.0
CUST4210,46,Male,41939.0,42.0,North,Gold,19.0
CUST4211,23,Male,57027.0,54.0,West,Platinum,16.0
CUST4212,51,Female,68240.0,34.0,South,Gold,13.0
CUST4213,50,Male,39210.0,47.0,West,Silver,15.0
CUST4214,42,Female,48041.0,71.0,North,Platinum,12.0
CUST4215,52,Female,56919.0,56.0,West,Platinum,15.0
CUST4216,18,Female,43462.0,51.0,South,Silver,16.0
CUST4217,29,Male,56964.0,53.0,North,Silver,14.0
CUST4218,27,Male,58330.0,44.0,South,Silver,12.0
CUST4219,42,Female,66248.0,79.0,South,Silver,12.0
CUST4220,24,Female,40910.0,37.0,East,Platinum,13.0
CUST4221,42,Female,35858.0,53.0,South,Gold,15.0
CUST4222,48,Male,45386.0,51.0,South,Gold,12.0
CUST4223,41,Female,35483.0,65.0,North,Gold,17.0
CUST4224,37,Female,58467.0,66.0,North,Gold,6.0
CUST4225,25,Female,32573.0,49.0,North,Silver,16.0
CUST4226,26,Male,84995.0,54.0,West,Gold,19.0
CUST4227,47,Female,69438.0,54.0,West,Gold,23.0
CUST4228,42,Male,50188.0,15.0,North,Platinum,14.0
CUST4229,34,Male,63010.0,26.0,West,Platinum,18.0
CUST4230,30,Female,25447.0,40.0,East,Gold,16.0
CUST4231,14,Female,87850.0,41.0,West,Silver,20.0
CUST4232,24,Female,41146.0,32.0,East,Gold,13.0
CUST4233,54,Male,48192.0,61.0,North,Silver,17.0
CUST4234,22,Male,22161.0,50.0,North,Platinum,4.0
CUST4235,36,Male,57294.0,46.0,West,Silver,19.0
CUST4236,45,Female,33404.0,31.0,North,Gold,15.0
CUST4237,22,Male,51524.0,49.0,North,Platinum,11.0
CUST4238,36,Female,41835.0,10.0,South,Gold,16.0
CUST4239,44,Female,33833.0,47.0,North,Gold,22.0
CUST4240,35,Female,37934.0,50.0,South,Silver,10.0
CUST4241,63,Male,53386.0,53.0,North,Gold,10.0
CUST4242,18,Male,30777.0,26.0,East,Gold,6.0
CUST4243,45,Male,38767.0,53.0,East,Platinum,10.0
CUST4244,33,Female,59949.0,34.0,North,Silver,10.0
CUST4245,42,Male,89037.0,37.0,East,Silver,13.0
CUST4246,39,Male,57163.0,60.0,East,Platinum,15.0
CUST4247,27,Female,36241.0,80.0,East,Platinum,7.0
CUST4248,37,Female,44493.0,50.0,West,Silver,16.0
CUST4249,16,Male,50473.0,37.0,East,Platinum,16.0
CUST4250,41,Female,44758.0,52.0,South,Silver,16.0
CUST4251,37,Male,63545.0,64.0,West,Platinum,10.0
CUST4252,41,Female,53262.0,59.0,South,Silver,24.0
CUST4253,45,Female,63617.0,91.0,South,Silver,18.0
CUST4254,38,Male,45283.0,39.0,South,Platinum,8.0
CUST4255,36,Female,69882.0,53.0,West,Gold,7.0
CUST4256,26,Female,47502.0,73.0,North,Gold,10.0
CUST4257,27,Female,35432.0,72.0,East,Platinum,15.0
CUST4258,46,Male,82659.0,20.0,East,Silver,22.0
CUST4259,49,Female,22625.0,49.0,North,Platinum,11.0
CUST4260,32,Female,38918.0,72.0,North,Gold,7.0
CUST4261,35,Male,40594.0,93.0,South,Silver,16.0
CUST4262,25,Male,87624.0,60.0,West,Silver,12.0
CUST4263,46,Female,,,South,Silver,
CUST4264,10,Female,-1000.0,-10.0,East,Gold,
CUST4265,54,Female,45040.0,83.0,North,Gold,13.0
CUST4266,26,Male,86392.0,60.0,East,Silver,20.0
CUST4267,31,Female,55525.0,37.0,North,Silver,17.0
CUST4268,37,Male,64658.0,46.0,West,Gold,16.0
CUST4269,41,Male,52695.0,54.0,South,Gold,4.0
CUST4270,32,Female,49258.0,58.0,East,Silver,13.0
CUST4271,26,Female,46223.0,36.0,West,Platinum,19.0
CUST4272,43,Male,46855.0,40.0,East,Platinum,10.0
CUST4273,42,Female,59127.0,25.0,North,Platinum,13.0
CUST4274,25,Female,55507.0,65.0,East,Gold,14.0
CUST4275,48,Male,49527.0,44.0,West,Platinum,16.0
CUST4276,46,Female,72642.0,56.0,West,Platinum,12.0
CUST4277,36,Male,5498.0,71.0,South,Gold,17.0
CUST4278,35,Female,57648.0,53.0,East,Platinum,16.0
CUST4279,40,Male,60766.0,48.0,North,Silver,10.0
CUST4280,26,Male,67204.0,52.0,East,Gold,11.0
CUST4281,35,Female,49026.0,50.0,South,Silver,15.0
CUST4282,13,Male,53118.0,68.0,North,Platinum,22.0
CUST4283,43,Male,64789.0,54.0,North,Silver,19.0
CUST4284,19,Female,72367.0,41.0,South,Gold,12.0
CUST4285,50,Female,,,North,Platinum,
CUST4286,31,Female,54004.0,68.0,West,Gold,13.0
CUST4287,32,Male,75178.0,29.0,West,Platinum,22.0
CUST4288,28,Male,18139.0,72.0,North,Gold,14.0
CUST4289,32,Male,39649.0,55.0,East,Gold,15.0
CUST4290,49,Female,71987.0,54.0,North,Silver,10.0
CUST4291,10,Male,66388.0,65.0,East,Gold,15.0
CUST4292,47,Male,57836.0,41.0,South,Gold,7.0
CUST4293,38,Female,43271.0,64.0,West,Silver,8.0
CUST4294,22,Male,36772.0,44.0,West,Platinum,15.0
CUST4295,24,Female,41131.0,27.0,South,Platinum,16.0
CUST4296,51,Female,73220.0,35.0,South,Gold,12.0
CUST4297,25,Female,,,West,Silver,
CUST4298,23,Male,51521.0,35.0,South,Platinum,8.0
CUST4299,46,Male,38694.0,74.0,North,Silver,13.0
CUST4300,38,Male,62641.0,67.0,North,Gold,11.0
CUST4301,25,Female,41919.0,70.0,East,Silver,14.0
CUST4302,37,Female,48536.0,51.0,East,Gold,13.0
CUST4303,24,Female,24749.0,53.0,East,Platinum,26.0
CUST4304,46,Male,25799.0,32.0,North,Platinum,10.0
CUST4305,45,Male,50115.0,64.0,West,Platinum,14.0
CUST4306,40,Male,30122.0,55.0,East,Platinum,28.0
CUST4307,38,Male,81576.0,58.0,North,Silver,18.0
CUST4308,52,Male,19077.0,75.0,West,Silver,14.0
CUST4309,34,Female,37997.0,40.0,South,Silver,19.0
CUST4310,23,Male,50250.0,48.0,North,Gold,18.0
CUST4311,10,Female,-1000.0,-10.0,South,Platinum,
CUST4312,55,Female,33437.0,35.0,East,Platinum,7.0
CUST4313,24,Male,35631.0,47.0,West,Platinum,15.0
CUST4314,31,Female,35140.0,57.0,North,Silver,12.0
CUST4315,39,Male,45699.0,45.0,East,Silver,26.0
CUST4316,34,Male,,,East,Platinum,
CUST4317,25,Female,51169.0,27.0,West,Gold,20.0
CUST4318,46,Male,67743.0,66.0,South,Silver,3.0
CUST4319,58,Male,57604.0,59.0,East,Platinum,12.0
CUST4320,36,Female,,,West,Platinum,
CUST4321,25,Female,8000.0,36.0,West,Platinum,11.0
CUST4322,19,Female,45433.0,18.0,North,Gold,11.0
CUST4323,37,Female,69607.0,38.0,East,Platinum,13.0
CUST4324,46,Female,41423.0,65.0,South,Silver,15.0
CUST4325,39,Female,76437.0,49.0,South,Gold,28.0
CUST4326,34,Male,72258.0,67.0,East,Gold,11.0
CUST4327,29,Male,42963.0,40.0,South,Platinum,19.0
CUST4328,24,Male,42452.0,60.0,West,Silver,22.0
CUST4329,43,Female,34795.0,39.0,West,Silver,10.0
CUST4330,44,Male,40556.0,35.0,East,Platinum,25.0
CUST4331,19,Female,31511.0,48.0,South,Platinum,16.0
CUST4332,50,Male,56432.0,40.0,West,Silver,2.0
CUST4333,40,Female,28159.0,26.0,East,Gold,21.0
CUST4334,48,Male,59055.0,47.0,West,Gold,6.0
CUST4335,21,Female,59421.0,51.0,East,Platinum,22.0
CUST4336,21,Female,25081.0,69.0,North,Platinum,19.0
CUST4337,33,Female,73247.0,64.0,North,Silver,9.0
CUST4338,40,Female,57704.0,68.0,East,Silver,13.0
CUST4339,52,Male,61245.0,60.0,North,Silver,18.0
CUST4340,42,Male,38620.0,54.0,North,Silver,12.0
CUST4341,32,Female,59335.0,31.0,South,Platinum,23.0
CUST4342,24,Female,66895.0,52.0,North,Platinum,19.0
CUST4343,47,Female,48520.0,58.0,South,Silver,7.0
CUST4344,25,Male,80028.0,71.0,North,Platinum,14.0
CUST4345,51,Female,50660.0,60.0,North,Platinum,17.0
CUST4346,32,Female,67111.0,68.0,West,Silver,11.0
CUST4347,50,Male,54395.0,34.0,East,Gold,20.0
CUST4348,41,Female,58782.0,45.0,North,Gold,18.0
CUST4349,33,Female,24930.0,56.0,East,Silver,18.0
CUST4350,29,Male,55565.0,67.0,East,Gold,13.0
CUST4351,31,Female,38975.0,47.0,West,Platinum,9.0
CUST4352,39,Female,37304.0,48.0,East,Gold,21.0
CUST4353,35,Male,76161.0,60.0,East,Silver,23.0
CUST4354,29,Female,46793.0,33.0,North,Silver,20.0
CUST4355,33,Male,34950.0,74.0,West,Gold,19.0
CUST4356,35,Female,44613.0,36.0,East,Gold,15.0
CUST4357,13,Female,30493.0,21.0,North,Platinum,11.0
CUST4358,39,Female,71508.0,50.0,West,Gold,18.0
CUST4359,25,Female,39564.0,75.0,North,Gold,11.0
CUST4360,23,Female,57939.0,58.0,West,Gold,20.0
CUST4361,18,Male,70341.0,61.0,West,Platinum,16.0
CUST4362,17,Female,42497.0,50.0,South,Gold,7.0
CUST4363,21,Female,57980.0,47.0,South,Platinum,15.0
CUST4364,27,Male,34548.0,26.0,South,Platinum,8.0
CUST4365,54,Male,86686.0,16.0,East,Silver,8.0
CUST4366,29,Female,64045.0,52.0,North,Silver,3.0
CUST4367,36,Male,47110.0,69.0,West,Platinum,8.0
CUST4368,39,Female,38407.0,55.0,North,Platinum,9.0
CUST4369,36,Male,48290.0,59.0,East,Platinum,21.0
CUST4370,34,Male,44900.0,73.0,South,Silver,17.0
CUST4371,23,Female,79294.0,54.0,South,Platinum,24.0
CUST4372,49,Male,31616.0,48.0,North,Silver,14.0
CUST4373,53,Female,52022.0,37.0,North,Silver,8.0
CUST4374,18,Male,49724.0,80.0,West,Platinum,14.0
CUST4375,24,Male,48238.0,57.0,North,Platinum,12.0
CUST4376,32,Male,48370.0,35.0,West,Platinum,17.0
CUST4377,25,Female,48258.0,32.0,West,Silver,7.0
CUST4378,40,Female,63095.0,68.0,South,Gold,15.0
CUST4379,10,Male,500000.0,-10.0,North,Platinum,
CUST4380,56,Female,56283.0,77.0,South,Gold,21.0
CUST4381,46,Female,4490.0,8.0,West,Gold,20.0
CUST4382,37,Female,54496.0,71.0,South,Gold,17.0
CUST4383,45,Male,25165.0,57.0,South,Gold,19.0
CUST4384,46,Female,59694.0,51.0,West,Gold,14.0
CUST4385,29,Male,72117.0,47.0,East,Silver,17.0
CUST4386,26,Male,36106.0,78.0,East,Silver,14.0
CUST4387,35,Male,46073.0,60.0,North,Silver,12.0
CUST4388,43,Male,41009.0,36.0,South,Gold,16.0
CUST4389,36,Male,68531.0,24.0,North,Silver,23.0
CUST4390,19,Female,51425.0,52.0,South,Platinum,16.0
CUST4391,26,Female,75924.0,49.0,North,Gold,17.0
CUST4392,34,Male,56206.0,27.0,North,Platinum,18.0
CUST4393,34,Female,53636.0,49.0,West,Gold,16.0
CUST4394,54,Female,51023.0,41.0,East,Gold,13.0
CUST4395,21,Female,62269.0,50.0,East,Gold,18.0
CUST4396,40,Female,23934.0,60.0,East,Gold,11.0
CUST4397,49,Female,51280.0,72.0,West,Platinum,20.0
CUST4398,57,Female,48949.0,63.0,East,Gold,21.0
CUST4399,30,Female,,,West,Gold,
CUST4400,39,Male,47184.0,55.0,South,Silver,11.0
CUST4401,40,Male,34418.0,50.0,West,Gold,25.0
CUST4402,36,Male,50110.0,30.0,North,Gold,11.0
CUST4403,34,Female,33757.0,55.0,North,Gold,13.0
CUST4404,39,Female,21121.0,77.0,South,Gold,4.0
CUST4405,9,Male,60906.0,50.0,South,Gold,21.0
CUST4406,41,Female,58685.0,26.0,North,Gold,7.0
CUST4407,36,Female,57006.0,50.0,East,Platinum,17.0
CUST4408,32,Male,69543.0,31.0,East,Platinum,16.0
CUST4409,55,Male,40024.0,62.0,East,Gold,14.0
CUST4410,28,Male,28533.0,57.0,South,Platinum,12.0
CUST4411,30,Female,48949.0,47.0,North,Silver,17.0
CUST4412,54,Female,44787.0,45.0,West,Silver,23.0
CUST4413,26,Female,37365.0,46.0,South,Gold,13.0
CUST4414,29,Male,48802.0,50.0,North,Gold,6.0
CUST4415,33,Male,40825.0,38.0,East,Platinum,5.0
CUST4416,43,Female,22459.0,29.0,East,Silver,14.0
CUST4417,37,Male,43382.0,67.0,East,Gold,12.0
CUST4418,22,Male,32954.0,44.0,North,Silver,14.0
CUST4419,29,Female,53474.0,52.0,East,Platinum,16.0
CUST4420,28,Male,40159.0,54.0,North,Gold,12.0
CUST4421,34,Male,66674.0,54.0,South,Gold,28.0
CUST4422,39,Male,74057.0,32.0,West,Gold,16.0
CUST4423,39,Female,60190.0,24.0,East,Silver,19.0
CUST4424,17,Female,26734.0,41.0,South,Platinum,14.0
CUST4425,45,Male,72577.0,55.0,South,Silver,14.0
CUST4426,37,Female,73635.0,39.0,North,Silver,12.0
CUST4427,48,Female,50281.0,44.0,South,Gold,15.0
CUST4428,39,Female,69843.0,81.0,North,Platinum,7.0
CUST4429,46,Male,41724.0,22.0,North,Platinum,6.0
CUST4430,39,Female,22006.0,38.0,South,Gold,11.0
CUST4431,48,Male,38595.0,78.0,North,Platinum,10.0
CUST4432,40,Male,75939.0,49.0,North,Gold,11.0
CUST4433,34,Female,27633.0,39.0,North,Gold,13.0
CUST4434,57,Male,49992.0,67.0,South,Platinum,13.0
CUST4435,43,Female,50512.0,50.0,West,Platinum,19.0
CUST4436,40,Female,42305.0,44.0,North,Platinum,18.0
CUST4437,22,Male,43347.0,52.0,East,Platinum,14.0
CUST4438,22,Male,51083.0,40.0,South,Silver,24.0
CUST4439,37,Female,41567.0,34.0,South,Gold,12.0
CUST4440,36,Female,28669.0,48.0,North,Gold,19.0
CUST4441,28,Female,53225.0,34.0,South,Gold,17.0
CUST4442,36,Female,66100.0,50.0,East,Gold,13.0
CUST4443,50,Male,63043.0,55.0,West,Silver,14.0
CUST4444,41,Male,37853.0,62.0,South,Platinum,12.0
CUST4445,23,Male,31231.0,66.0,South,Platinum,18.0
CUST4446,33,Female,45737.0,43.0,South,Platinum,21.0
CUST4447,26,Male,73516.0,57.0,North,Gold,15.0
CUST4448,31,Male,59683.0,57.0,East,Silver,5.0
CUST4449,30,Male,60559.0,54.0,West,Silver,17.0
CUST4450,30,Male,63347.0,42.0,East,Platinum,14.0
CUST4451,22,Female,56311.0,34.0,East,Gold,9.0
CUST4452,33,Male,51809.0,57.0,South,Platinum,15.0
CUST4453,29,Male,59934.0,24.0,West,Gold,13.0
CUST4454,5,Male,41807.0,45.0,East,Platinum,9.0
CUST4455,55,Male,28783.0,11.0,West,Platinum,13.0
CUST4456,45,Female,60844.0,29.0,North,Silver,22.0
CUST4457,31,Female,68566.0,36.0,South,Gold,15.0
CUST4458,35,Male,33226.0,66.0,North,Silver,15.0
CUST4459,23,Female,62328.0,60.0,West,Silver,17.0
CUST4460,51,Female,75211.0,41.0,South,Platinum,16.0
CUST4461,53,Female,49966.0,60.0,North,Gold,13.0
CUST4462,36,Female,37729.0,63.0,South,Gold,15.0
CUST4463,45,Male,51845.0,47.0,North,Platinum,15.0
CUST4464,36,Female,41741.0,29.0,East,Platinum,4.0
CUST4465,21,Female,40749.0,46.0,South,Platinum,17.0
CUST4466,30,Male,56497.0,48.0,West,Gold,15.0
CUST4467,36,Male,25944.0,31.0,South,Platinum,17.0
CUST4468,30,Male,28341.0,55.0,West,Platinum,14.0
CUST4469,32,Male,50289.0,54.0,North,Silver,13.0
CUST4470,34,Female,49665.0,56.0,North,Platinum,10.0
CUST4471,34,Male,55153.0,54.0,West,Platinum,15.0
CUST4472,35,Female,78128.0,60.0,North,Gold,15.0
CUST4473,24,Female,51567.0,47.0,South,Platinum,21.0
CUST4474,27,Male,58972.0,53.0,North,Gold,12.0
CUST4475,22,Male,35367.0,44.0,West,Silver,20.0
CUST4476,44,Female,61519.0,41.0,West,Silver,18.0
CUST4477,13,Female,42104.0,70.0,East,Gold,11.0
CUST4478,46,Male,51071.0,19.0,West,Platinum,8.0
CUST4479,48,Male,48367.0,63.0,North,Gold,20.0
CUST4480,31,Male,65494.0,40.0,West,Platinum,17.0
CUST4481,8,Female,30350.0,38.0,North,Platinum,19.0
CUST4482,31,Female,15751.0,53.0,North,Platinum,15.0
CUST4483,34,Male,46798.0,27.0,East,Gold,9.0
CUST4484,24,Female,57027.0,37.0,North,Silver,15.0
CUST4485,29,Male,52284.0,37.0,West,Gold,18.0
CUST4486,50,Female,68483.0,46.0,West,Platinum,3.0
CUST4487,41,Female,56560.0,37.0,West,Gold,17.0
CUST4488,25,Male,,,North,Silver,
CUST4489,19,Male,15118.0,76.0,West,Gold,19.0
CUST4490,31,Male,46440.0,19.0,South,Silver,17.0
CUST4491,32,Female,65419.0,58.0,South,Silver,12.0
CUST4492,39,Female,44119.0,62.0,West,Platinum,14.0
CUST4493,29,Male,50424.0,58.0,North,Silver,7.0
CUST4494,40,Female,56320.0,40.0,West,Gold,20.0
CUST4495,54,Male,34770.0,46.0,South,Gold,18.0
CUST4496,43,Female,59348.0,38.0,North,Platinum,13.0
CUST4497,34,Male,74556.0,43.0,West,Gold,17.0
CUST4498,33,Female,47407.0,31.0,North,Platinum,18.0
CUST4499,31,Female,33064.0,48.0,West,Gold,9.0
CUST4500,46,Female,49000.0,27.0,East,Gold,25.0
CUST4501,28,Female,16634.0,46.0,North,Silver,10.0
CUST4502,35,Male,55053.0,31.0,South,Silver,4.0
CUST4503,35,Female,56784.0,53.0,South,Silver,17.0
CUST4504,29,Male,75134.0,39.0,South,Gold,16.0
CUST4505,21,Male,47090.0,54.0,South,Platinum,13.0
CUST4506,38,Male,56127.0,66.0,West,Platinum,16.0
CUST4507,34,Male,37080.0,73.0,West,Platinum,11.0
CUST4508,40,Female,44653.0,12.0,North,Silver,6.0
CUST4509,29,Male,27122.0,37.0,East,Gold,19.0
CUST4510,47,Female,47078.0,45.0,East,Silver,16.0
CUST4511,26,Female,45420.0,56.0,North,Gold,13.0
CUST4512,52,Female,54487.0,25.0,South,Gold,23.0
CUST4513,17,Female,40646.0,35.0,East,Gold,13.0
CUST4514,39,Male,51250.0,51.0,East,Silver,17.0
CUST4515,39,Female,44999.0,51.0,North,Gold,10.0
CUST4516,27,Male,45027.0,55.0,South,Silver,3.0
CUST4517,39,Female,51205.0,56.0,West,Silver,18.0
CUST4518,47,Female,50607.0,55.0,West,Gold,17.0
CUST4519,12,Male,61417.0,52.0,East,Gold,24.0
CUST4520,40,Female,48190.0,50.0,West,Gold,9.0
CUST4521,10,Female,44751.0,59.0,North,Silver,6.0
CUST4522,25,Female,47287.0,16.0,East,Gold,11.0
CUST4523,51,Female,39280.0,73.0,East,Gold,17.0
CUST4524,29,Female,44601.0,16.0,South,Platinum,4.0
CUST4525,23,Male,80467.0,33.0,West,Platinum,15.0
CUST4526,33,Female,36309.0,46.0,South,Platinum,12.0
CUST4527,55,Female,45820.0,60.0,East,Gold,13.0
CUST4528,16,Male,44187.0,5.0,West,Silver,10.0
CUST4529,24,Female,46292.0,49.0,South,Platinum,20.0
CUST4530,49,Male,45031.0,61.0,West,Silver,7.0
CUST4531,53,Female,54188.0,64.0,East,Platinum,19.0
CUST4532,33,Female,24347.0,39.0,East,Platinum,17.0
CUST4533,22,Male,65557.0,45.0,East,Silver,12.0
CUST4534,55,Female,59488.0,40.0,North,Platinum,22.0
CUST4535,50,Female,31356.0,44.0,South,Silver,5.0
CUST4536,41,Male,15963.0,34.0,South,Gold,19.0
CUST4537,26,Male,35343.0,36.0,East,Gold,9.0
CUST4538,34,Female,46360.0,56.0,South,Silver,12.0
CUST4539,33,Male,88704.0,51.0,East,Silver,16.0
CUST4540,38,Female,,,South,Gold,
CUST4541,49,Male,22886.0,53.0,West,Silver,10.0
CUST4542,43,Female,39655.0,60.0,South,Gold,17.0
CUST4543,24,Male,49201.0,63.0,East,Gold,12.0
CUST4544,48,Male,53805.0,23.0,South,Silver,10.0
CUST4545,38,Male,30278.0,37.0,West,Platinum,6.0
CUST4546,41,Male,47975.0,46.0,West,Silver,13.0
CUST4547,49,Male,39235.0,49.0,West,Gold,8.0
CUST4548,23,Male,33443.0,39.0,East,Platinum,8.0
CUST4549,34,Male,53893.0,63.0,North,Platinum,12.0
CUST4550,29,Male,61608.0,79.0,East,Gold,13.0
CUST4551,19,Male,62615.0,52.0,West,Platinum,12.0
CUST4552,38,Female,58615.0,51.0,South,Platinum,15.0
CUST4553,60,Male,42539.0,62.0,West,Silver,23.0
CUST4554,16,Female,60718.0,22.0,North,Gold,11.0
CUST4555,34,Male,54635.0,50.0,North,Platinum,10.0
CUST4556,41,Female,52009.0,64.0,West,Gold,10.0
CUST4557,36,Female,40824.0,40.0,East,Silver,1.0
CUST4558,33,Male,42546.0,31.0,North,Silver,11.0
CUST4559,22,Male,51108.0,47.0,West,Silver,23.0
CUST4560,37,Female,86598.0,49.0,East,Platinum,15.0
CUST4561,27,Female,54518.0,36.0,South,Silver,12.0
CUST4562,13,Male,40832.0,81.0,East,Gold,17.0
CUST4563,46,Male,37514.0,42.0,North,Silver,12.0
CUST4564,44,Male,42623.0,32.0,East,Platinum,21.0
CUST4565,35,Female,82659.0,48.0,East,Silver,14.0
CUST4566,37,Male,44011.0,63.0,South,Platinum,21.0
CUST4567,45,Male,63603.0,50.0,West,Gold,16.0
CUST4568,37,Male,44361.0,57.0,East,Silver,17.0
CUST4569,44,Male,53917.0,36.0,South,Silver,14.0
CUST4570,32,Male,61876.0,72.0,North,Gold,19.0
CUST4571,48,Female,41421.0,58.0,West,Gold,23.0
CUST4572,38,Female,40383.0,65.0,North,Platinum,17.0
CUST4573,36,Male,74883.0,55.0,West,Silver,14.0
CUST4574,22,Male,64768.0,62.0,East,Silver,19.0
CUST4575,37,Female,61860.0,36.0,East,Silver,12.0
CUST4576,26,Male,61809.0,42.0,West,Silver,22.0
CUST4577,28,Female,56893.0,70.0,North,Gold,12.0
CUST4578,26,Male,80266.0,73.0,North,Silver,14.0
CUST4579,24,Female,50658.0,32.0,North,Silver,19.0
CUST4580,56,Female,58658.0,53.0,East,Silver,4.0
CUST4581,48,Male,28236.0,43.0,West,Platinum,16.0
CUST4582,54,Female,37625.0,39.0,West,Platinum,15.0
CUST4583,22,Male,31987.0,54.0,North,Platinum,12.0
CUST4584,35,Female,69110.0,67.0,East,Gold,13.0
CUST4585,22,Male,11711.0,56.0,West,Gold,10.0
CUST4586,28,Male,43965.0,45.0,West,Gold,10.0
CUST4587,25,Male,5094.0,57.0,North,Silver,12.0
CUST4588,47,Female,37530.0,44.0,North,Silver,10.0
CUST4589,31,Male,42635.0,56.0,West,Gold,17.0
CUST4590,45,Male,70773.0,70.0,East,Platinum,11.0
CUST4591,41,Male,55949.0,18.0,South,Silver,18.0
CUST4592,58,Female,37502.0,61.0,West,Platinum,10.0
CUST4593,10,Male,-1000.0,110.0,West,Silver,
CUST4594,47,Female,50267.0,68.0,East,Silver,13.0
CUST4595,46,Female,50563.0,40.0,West,Platinum,9.0
CUST4596,25,Female,31959.0,31.0,South,Gold,14.0
CUST4597,45,Male,35149.0,60.0,East,Platinum,11.0
CUST4598,38,Male,37623.0,55.0,South,Gold,8.0
CUST4599,32,Female,50696.0,35.0,South,Gold,8.0
CUST4600,26,Male,51168.0,31.0,West,Silver,20.0
CUST4601,27,Male,73161.0,47.0,South,Silver,18.0
CUST4602,55,Female,55775.0,31.0,West,Silver,8.0
CUST4603,35,Female,9386.0,34.0,West,Gold,11.0
CUST4604,42,Male,53939.0,51.0,East,Gold,22.0
CUST4605,27,Female,28249.0,35.0,East,Platinum,14.0
CUST4606,27,Male,35510.0,56.0,East,Silver,13.0
CUST4607,45,Female,37817.0,72.0,West,Silver,15.0
CUST4608,21,Male,40049.0,47.0,South,Gold,16.0
CUST4609,30,Male,29372.0,51.0,South,Silver,14.0
CUST4610,35,Female,53052.0,80.0,East,Gold,10.0
CUST4611,36,Male,28837.0,32.0,East,Platinum,5.0
CUST4612,33,Male,55350.0,67.0,West,Platinum,14.0
CUST4613,38,Female,83554.0,66.0,North,Silver,5.0
CUST4614,41,Male,30059.0,62.0,North,Platinum,12.0
CUST4615,42,Male,,,West,Silver,
CUST4616,25,Male,12148.0,54.0,North,Silver,11.0
CUST4617,32,Female,45485.0,41.0,North,Gold,17.0
CUST4618,46,Female,59640.0,66.0,North,Gold,13.0
CUST4619,43,Female,60809.0,66.0,East,Silver,17.0
CUST4620,21,Female,51160.0,66.0,South,Platinum,6.0
CUST4621,38,Female,63338.0,50.0,South,Platinum,18.0
CUST4622,15,Male,88190.0,39.0,East,Silver,19.0
CUST4623,35,Male,75684.0,52.0,East,Silver,14.0
CUST4624,53,Male,42162.0,64.0,East,Platinum,24.0
CUST4625,25,Female,28233.0,65.0,North,Platinum,18.0
CUST4626,26,Male,43907.0,43.0,West,Gold,14.0
CUST4627,42,Female,35795.0,54.0,West,Gold,22.0
CUST4628,19,Male,56770.0,30.0,North,Platinum,15.0
CUST4629,28,Female,32282.0,64.0,North,Gold,10.0
CUST4630,40,Male,48907.0,38.0,East,Gold,19.0
CUST4631,28,Male,62570.0,61.0,East,Silver,22.0
CUST4632,32,Female,48489.0,32.0,South,Gold,7.0
CUST4633,42,Male,35805.0,65.0,East,Gold,12.0
CUST4634,39,Male,67622.0,54.0,North,Silver,12.0
CUST4635,37,Female,21815.0,38.0,South,Platinum,8.0
CUST4636,31,Male,45083.0,60.0,East,Gold,13.0
CUST4637,38,Male,49375.0,41.0,South,Gold,11.0
CUST4638,33,Female,50238.0,61.0,South,Platinum,17.0
CUST4639,39,Female,,,East,Gold,
CUST4640,30,Female,59156.0,24.0,West,Platinum,15.0
CUST4641,33,Female,49468.0,35.0,North,Silver,16.0
CUST4642,25,Female,44479.0,43.0,North,Platinum,22.0
CUST4643,34,Male,43886.0,70.0,South,Platinum,25.0
CUST4644,26,Female,40827.0,63.0,West,Platinum,18.0
CUST4645,23,Female,61813.0,74.0,West,Silver,12.0
