"","Customer_ID","Age","Gender","Annual_Income","Spending_Score","Region","Loyalty_Tier","Purchase_Frequency","Income_Bracket","Spending_Category","Age_Group"
"2719","CUST3811",28,"Male",64001,13,"West","Silver",12,"Medium","Low","Young Adult"
"2720","CUST3812",52,"Male",44574,68,"South","Silver",23,"Medium","High","Adult"
"2721","CUST3813",31,"Female",52680,45,"North","Silver",12,"Medium","Low","Young Adult"
"2722","CUST3815",43,"Female",43255,45,"South","Platinum",5,"Medium","Low","Adult"
"2723","CUST3816",39,"Male",61458,57,"East","Silver",11,"Medium","High","Young Adult"
"2724","CUST3817",38,"Female",44144,56,"East","Gold",13,"Medium","High","Young Adult"
"2725","CUST3818",38,"Male",43006,76,"East","Gold",13,"Medium","High","Young Adult"
"2726","CUST3819",15,"Female",34378,37,"South","Gold",23,"Medium","Low","Teen"
"2727","CUST3820",32,"Female",65050,50,"South","Platinum",17,"Medium","Low","Young Adult"
"2728","CUST3821",43,"Male",58226,39,"East","Silver",19,"Medium","Low","Adult"
"2729","CUST3822",34,"Male",62381,26,"North","Gold",15,"Medium","Low","Young Adult"
"2730","CUST3823",20,"Female",24106,63,"North","Gold",11,"Low","High","Young Adult"
"2731","CUST3824",34,"Male",47593,56,"North","Platinum",25,"Medium","High","Young Adult"
"2732","CUST3825",52,"Male",45798,54,"West","Platinum",14,"Medium","High","Adult"
"2733","CUST3826",47,"Male",45791,56,"East","Platinum",18,"Medium","High","Adult"
"2734","CUST3827",34,"Female",40759,39,"West","Gold",10,"Medium","Low","Young Adult"
"2735","CUST3828",44,"Male",44808,34,"North","Platinum",9,"Medium","Low","Adult"
"2736","CUST3829",31,"Female",62744,50,"South","Gold",22,"Medium","Low","Young Adult"
"2737","CUST3830",17,"Female",21307,67,"North","Silver",17,"Low","High","Teen"
"2738","CUST3831",25,"Male",76659,74,"West","Gold",13,"High","High","Young Adult"
"2739","CUST3832",50,"Female",57257,61,"West","Silver",14,"Medium","High","Adult"
"2740","CUST3833",32,"Male",49365,50,"North","Gold",9,"Medium","Low","Young Adult"
"2741","CUST3834",32,"Male",63602,54,"East","Silver",12,"Medium","High","Young Adult"
"2742","CUST3835",32,"Female",28222,50,"South","Gold",17,"Low","Low","Young Adult"
"2743","CUST3836",54,"Female",40029,34,"South","Gold",15,"Medium","Low","Adult"
"2744","CUST3837",51,"Female",48183,50,"North","Gold",18,"Medium","Low","Adult"
"2745","CUST3838",57,"Female",70483,29,"East","Gold",1,"High","Low","Adult"
"2746","CUST3839",33,"Female",49302,48,"East","Platinum",15,"Medium","Low","Young Adult"
"2747","CUST3840",37,"Male",56750,74,"North","Gold",18,"Medium","High","Young Adult"
"2748","CUST3841",19,"Female",41156,62,"South","Gold",3,"Medium","High","Teen"
"2749","CUST3842",49,"Male",57302,36,"South","Platinum",9,"Medium","Low","Adult"
"2750","CUST3843",23,"Male",75158,48,"South","Platinum",7,"High","Low","Young Adult"
"2751","CUST3844",37,"Female",64932,37,"East","Platinum",21,"Medium","Low","Young Adult"
"2752","CUST3845",24,"Female",48778,49,"North","Platinum",15,"Medium","Low","Young Adult"
"2753","CUST3846",29,"Female",60132,65,"East","Platinum",15,"Medium","High","Young Adult"
"2754","CUST3847",26,"Female",58662,59,"South","Platinum",20,"Medium","High","Young Adult"
"2755","CUST3848",28,"Female",57598,87,"East","Platinum",14,"Medium","High","Young Adult"
"2756","CUST3849",29,"Male",66679,67,"South","Platinum",11,"Medium","High","Young Adult"
"2757","CUST3850",29,"Male",66567,53,"North","Platinum",15,"Medium","High","Young Adult"
"2758","CUST3851",43,"Male",48092,60,"South","Platinum",17,"Medium","High","Adult"
"2759","CUST3852",23,"Female",59628,46,"West","Platinum",9,"Medium","Low","Young Adult"
"2760","CUST3853",37,"Female",44253,33,"West","Silver",22,"Medium","Low","Young Adult"
"2761","CUST3854",47,"Male",36153,69,"North","Gold",5,"Medium","High","Adult"
"2762","CUST3855",29,"Female",45957,65,"East","Gold",16,"Medium","High","Young Adult"
"2763","CUST3856",27,"Female",48855,46,"East","Platinum",23,"Medium","Low","Young Adult"
"2764","CUST3857",32,"Female",50006,50,"East","Platinum",14,"Medium","Low","Young Adult"
"2765","CUST3861",39,"Female",72528,53,"East","Gold",18,"High","High","Young Adult"
"2766","CUST3862",23,"Female",46084,47,"East","Gold",17,"Medium","Low","Young Adult"
"2767","CUST3863",41,"Male",50141,66,"North","Platinum",14,"Medium","High","Adult"
"2768","CUST3864",39,"Female",50006,50,"South","Silver",14,"Medium","Low","Young Adult"
"2769","CUST3865",31,"Female",41162,69,"East","Silver",17,"Medium","High","Young Adult"
"2770","CUST3866",26,"Female",52889,33,"South","Gold",18,"Medium","Low","Young Adult"
"2771","CUST3867",26,"Male",47840,38,"South","Gold",6,"Medium","Low","Young Adult"
"2772","CUST3868",40,"Female",48585,66,"South","Silver",23,"Medium","High","Adult"
"2773","CUST3869",47,"Female",52721,41,"East","Silver",13,"Medium","Low","Adult"
"2774","CUST3870",28,"Female",30297,27,"East","Gold",24,"Medium","Low","Young Adult"
"2775","CUST3871",39,"Female",50593,57,"North","Silver",18,"Medium","High","Young Adult"
"2776","CUST3872",14,"Female",52451,41,"North","Gold",15,"Medium","Low","Teen"
"2777","CUST3873",29,"Male",50006,50,"South","Silver",14,"Medium","Low","Young Adult"
"2778","CUST3874",34,"Male",46762,54,"East","Platinum",19,"Medium","High","Young Adult"
"2779","CUST3875",25,"Female",67067,52,"South","Gold",22,"Medium","High","Young Adult"
"2780","CUST3876",25,"Female",44695,44,"North","Silver",10,"Medium","Low","Young Adult"
"2781","CUST3877",28,"Male",53409,73,"South","Gold",12,"Medium","High","Young Adult"
"2782","CUST3878",37,"Female",69459,55,"West","Silver",23,"Medium","High","Young Adult"
"2783","CUST3879",33,"Female",48809,43,"South","Platinum",10,"Medium","Low","Young Adult"
"2784","CUST3880",12,"Female",53216,38,"East","Platinum",15,"Medium","Low","Teen"
"2785","CUST3881",13,"Female",48554,48,"South","Platinum",11,"Medium","Low","Teen"
"2786","CUST3882",28,"Female",68560,35,"South","Gold",18,"Medium","Low","Young Adult"
"2787","CUST3883",39,"Female",46134,65,"East","Platinum",2,"Medium","High","Young Adult"
"2788","CUST3885",30,"Female",48446,47,"East","Platinum",20,"Medium","Low","Young Adult"
"2789","CUST3886",29,"Male",37108,59,"North","Gold",18,"Medium","High","Young Adult"
"2790","CUST3887",48,"Male",60190,55,"West","Platinum",10,"Medium","High","Adult"
"2791","CUST3888",31,"Female",45429,39,"West","Silver",0,"Medium","Low","Young Adult"
"2792","CUST3889",38,"Female",59307,59,"East","Silver",11,"Medium","High","Young Adult"
"2793","CUST3891",13,"Female",50078,49,"North","Platinum",14,"Medium","Low","Teen"
"2794","CUST3892",42,"Male",43105,59,"North","Platinum",19,"Medium","High","Adult"
"2795","CUST3893",37,"Male",34051,56,"West","Silver",13,"Medium","High","Young Adult"
"2796","CUST3894",40,"Male",41701,39,"North","Platinum",13,"Medium","Low","Adult"
"2797","CUST3896",14,"Female",49280,51,"West","Gold",11,"Medium","High","Teen"
"2798","CUST3897",52,"Female",29490,61,"North","Silver",18,"Low","High","Adult"
"2799","CUST3898",32,"Female",54744,72,"West","Platinum",18,"Medium","High","Young Adult"
"2800","CUST3899",37,"Male",70493,66,"South","Platinum",26,"High","High","Young Adult"
"2801","CUST3900",34,"Female",54213,66,"West","Gold",23,"Medium","High","Young Adult"
"2802","CUST3901",30,"Female",62134,52,"South","Gold",17,"Medium","High","Young Adult"
"2803","CUST3902",29,"Male",66418,61,"South","Gold",18,"Medium","High","Young Adult"
"2804","CUST3903",38,"Male",68547,53,"South","Gold",21,"Medium","High","Young Adult"
"2805","CUST3904",19,"Male",78052,31,"North","Platinum",11,"High","Low","Teen"
"2806","CUST3905",42,"Male",42511,54,"South","Platinum",23,"Medium","High","Adult"
"2807","CUST3906",30,"Male",39222,53,"North","Platinum",14,"Medium","High","Young Adult"
"2808","CUST3907",23,"Female",61751,58,"East","Gold",18,"Medium","High","Young Adult"
"2809","CUST3908",30,"Female",60623,48,"South","Platinum",16,"Medium","Low","Young Adult"
"2810","CUST3909",47,"Male",61635,38,"West","Silver",11,"Medium","Low","Adult"
"2811","CUST3910",29,"Female",78339,59,"East","Silver",13,"High","High","Young Adult"
"2812","CUST3911",38,"Female",50170,30,"East","Platinum",11,"Medium","Low","Young Adult"
"2813","CUST3912",27,"Female",56392,71,"South","Gold",16,"Medium","High","Young Adult"
"2814","CUST3913",42,"Female",50006,50,"North","Silver",14,"Medium","Low","Adult"
"2815","CUST3914",41,"Male",82029,53,"East","Platinum",10,"High","High","Adult"
"2816","CUST3915",53,"Female",44951,58,"South","Silver",12,"Medium","High","Adult"
"2817","CUST3916",33,"Female",45376,58,"East","Silver",14,"Medium","High","Young Adult"
"2818","CUST3917",41,"Female",44798,28,"East","Silver",22,"Medium","Low","Adult"
"2819","CUST3918",35,"Male",40326,62,"South","Silver",19,"Medium","High","Young Adult"
"2820","CUST3919",47,"Female",39058,54,"West","Platinum",14,"Medium","High","Adult"
"2821","CUST3920",27,"Male",42144,40,"West","Silver",24,"Medium","Low","Young Adult"
"2822","CUST3921",42,"Male",29513,38,"West","Platinum",16,"Low","Low","Adult"
"2823","CUST3922",33,"Male",38220,44,"East","Silver",18,"Medium","Low","Young Adult"
"2824","CUST3923",34,"Male",79234,30,"North","Silver",5,"High","Low","Young Adult"
"2825","CUST3924",35,"Female",61034,75,"North","Silver",10,"Medium","High","Young Adult"
"2826","CUST3925",37,"Male",63888,72,"East","Platinum",20,"Medium","High","Young Adult"
"2827","CUST3926",33,"Male",67658,56,"East","Silver",18,"Medium","High","Young Adult"
"2828","CUST3927",37,"Male",77512,46,"South","Silver",23,"High","Low","Young Adult"
"2829","CUST3928",50,"Male",23428,47,"North","Gold",23,"Low","Low","Adult"
"2830","CUST3929",44,"Male",31551,61,"East","Silver",12,"Medium","High","Adult"
"2831","CUST3930",43,"Female",37944,76,"West","Gold",20,"Medium","High","Adult"
"2832","CUST3931",30,"Male",42954,41,"North","Platinum",10,"Medium","Low","Young Adult"
"2833","CUST3932",26,"Female",45491,33,"East","Silver",7,"Medium","Low","Young Adult"
"2834","CUST3933",44,"Female",43295,73,"South","Silver",16,"Medium","High","Adult"
"2835","CUST3934",43,"Male",53289,23,"South","Gold",18,"Medium","Low","Adult"
"2836","CUST3935",49,"Female",50529,34,"North","Gold",16,"Medium","Low","Adult"
"2837","CUST3936",28,"Female",39157,46,"West","Silver",19,"Medium","Low","Young Adult"
"2838","CUST3937",32,"Female",17366,26,"North","Platinum",12,"Low","Low","Young Adult"
"2839","CUST3938",18,"Male",35106,66,"East","Gold",20,"Medium","High","Teen"
"2840","CUST3939",31,"Male",41761,62,"West","Silver",12,"Medium","High","Young Adult"
"2841","CUST3940",44,"Male",46293,41,"East","Gold",26,"Medium","Low","Adult"
"2842","CUST3941",30,"Male",33054,69,"West","Platinum",19,"Medium","High","Young Adult"
"2843","CUST3942",41,"Male",42637,71,"West","Gold",22,"Medium","High","Adult"
"2844","CUST3943",33,"Male",33035,48,"East","Silver",8,"Medium","Low","Young Adult"
"2845","CUST3944",38,"Male",48112,43,"North","Gold",12,"Medium","Low","Young Adult"
"2846","CUST3945",23,"Female",33903,83,"South","Platinum",14,"Medium","High","Young Adult"
"2847","CUST3946",35,"Female",37266,60,"West","Silver",9,"Medium","High","Young Adult"
"2848","CUST3948",33,"Female",47697,70,"South","Silver",15,"Medium","High","Young Adult"
"2849","CUST3949",18,"Male",37003,54,"North","Silver",7,"Medium","High","Teen"
"2850","CUST3950",47,"Male",63601,42,"South","Platinum",12,"Medium","Low","Adult"
"2851","CUST3951",42,"Male",56087,51,"North","Silver",9,"Medium","High","Adult"
"2852","CUST3952",39,"Female",48952,65,"West","Platinum",18,"Medium","High","Young Adult"
"2853","CUST3953",50,"Male",38037,20,"West","Platinum",18,"Medium","Low","Adult"
"2854","CUST3954",25,"Male",55707,45,"East","Gold",18,"Medium","Low","Young Adult"
"2855","CUST3955",52,"Male",60360,70,"North","Gold",19,"Medium","High","Adult"
"2856","CUST3956",44,"Male",52140,42,"South","Silver",25,"Medium","Low","Adult"
"2857","CUST3957",32,"Female",74055,73,"North","Silver",24,"High","High","Young Adult"
"2858","CUST3958",46,"Male",56894,71,"North","Platinum",12,"Medium","High","Adult"
"2859","CUST3959",23,"Female",63704,49,"North","Gold",25,"Medium","Low","Young Adult"
"2860","CUST3960",26,"Female",52003,41,"North","Silver",13,"Medium","Low","Young Adult"
"2861","CUST3961",28,"Male",60134,45,"South","Silver",15,"Medium","Low","Young Adult"
"2862","CUST3962",29,"Male",38048,89,"East","Platinum",15,"Medium","High","Young Adult"
"2863","CUST3963",24,"Female",43124,78,"West","Gold",18,"Medium","High","Young Adult"
"2864","CUST3964",47,"Female",55240,51,"South","Silver",5,"Medium","High","Adult"
"2865","CUST3965",32,"Female",55131,40,"South","Silver",15,"Medium","Low","Young Adult"
"2866","CUST3966",38,"Female",57614,51,"West","Silver",16,"Medium","High","Young Adult"
"2867","CUST3967",29,"Male",66505,53,"East","Silver",6,"Medium","High","Young Adult"
"2868","CUST3968",16,"Female",28625,31,"South","Silver",6,"Low","Low","Teen"
"2869","CUST3969",37,"Female",35383,51,"West","Silver",10,"Medium","High","Young Adult"
"2870","CUST3970",15,"Female",53443,69,"East","Gold",11,"Medium","High","Teen"
"2871","CUST3971",34,"Female",39134,23,"East","Platinum",15,"Medium","Low","Young Adult"
"2872","CUST3973",54,"Male",57735,70,"South","Platinum",20,"Medium","High","Adult"
"2873","CUST3974",44,"Male",48825,41,"East","Silver",13,"Medium","Low","Adult"
"2874","CUST3975",36,"Female",42267,75,"South","Platinum",13,"Medium","High","Young Adult"
"2875","CUST3976",47,"Female",42797,39,"West","Gold",20,"Medium","Low","Adult"
"2876","CUST3977",26,"Male",50006,50,"South","Silver",14,"Medium","Low","Young Adult"
"2877","CUST3978",40,"Male",51679,45,"East","Gold",23,"Medium","Low","Adult"
"2878","CUST3979",36,"Female",43149,45,"West","Silver",7,"Medium","Low","Young Adult"
"2879","CUST3980",37,"Male",45902,40,"West","Silver",20,"Medium","Low","Young Adult"
"2880","CUST3981",47,"Female",50006,50,"North","Platinum",14,"Medium","Low","Adult"
"2881","CUST3982",42,"Female",70767,62,"West","Gold",22,"High","High","Adult"
"2882","CUST3983",37,"Female",53780,49,"East","Platinum",11,"Medium","Low","Young Adult"
"2883","CUST3984",18,"Female",29881,29,"North","Silver",15,"Low","Low","Teen"
"2884","CUST3985",25,"Female",58077,56,"East","Gold",9,"Medium","High","Young Adult"
"2885","CUST3986",33,"Female",73314,56,"East","Gold",14,"High","High","Young Adult"
"2886","CUST3987",35,"Male",70546,46,"North","Silver",14,"High","Low","Young Adult"
"2887","CUST3988",23,"Male",61016,78,"North","Platinum",22,"Medium","High","Young Adult"
"2888","CUST3989",59,"Male",71336,26,"South","Silver",17,"High","Low","Adult"
"2889","CUST3990",50,"Female",50800,16,"East","Gold",14,"Medium","Low","Adult"
"2890","CUST3991",41,"Male",59421,39,"South","Gold",14,"Medium","Low","Adult"
"2891","CUST3992",35,"Female",39788,60,"West","Gold",12,"Medium","High","Young Adult"
"2892","CUST3993",32,"Female",54383,34,"West","Silver",13,"Medium","Low","Young Adult"
"2893","CUST3994",25,"Female",69943,35,"South","Gold",15,"Medium","Low","Young Adult"
"2894","CUST3995",35,"Female",50006,50,"North","Gold",14,"Medium","Low","Young Adult"
"2895","CUST3996",37,"Male",37078,56,"West","Platinum",17,"Medium","High","Young Adult"
"2896","CUST3997",22,"Male",50006,50,"North","Platinum",14,"Medium","Low","Young Adult"
"2897","CUST3998",38,"Male",46600,61,"South","Gold",28,"Medium","High","Young Adult"
"2898","CUST3999",33,"Female",59737,43,"North","Platinum",20,"Medium","Low","Young Adult"
"2899","CUST4000",15,"Male",43201,44,"East","Silver",19,"Medium","Low","Teen"
"2900","CUST4001",26,"Male",75776,62,"West","Platinum",13,"High","High","Young Adult"
"2901","CUST4002",30,"Male",30654,29,"North","Platinum",18,"Medium","Low","Young Adult"
"2902","CUST4003",53,"Female",68806,17,"North","Platinum",16,"Medium","Low","Adult"
"2903","CUST4004",40,"Male",38527,43,"East","Platinum",8,"Medium","Low","Adult"
"2904","CUST4005",21,"Female",23060,63,"North","Silver",17,"Low","High","Young Adult"
"2905","CUST4006",39,"Male",53568,53,"South","Platinum",8,"Medium","High","Young Adult"
"2906","CUST4007",19,"Female",46180,62,"South","Gold",16,"Medium","High","Teen"
"2907","CUST4008",45,"Male",33355,19,"South","Platinum",16,"Medium","Low","Adult"
"2908","CUST4009",30,"Male",24779,54,"West","Platinum",10,"Low","High","Young Adult"
"2909","CUST4010",34,"Male",49874,59,"North","Gold",15,"Medium","High","Young Adult"
"2910","CUST4011",48,"Female",64637,29,"West","Silver",17,"Medium","Low","Adult"
"2911","CUST4012",22,"Male",58774,62,"West","Gold",12,"Medium","High","Young Adult"
"2912","CUST4013",21,"Male",50850,48,"North","Gold",17,"Medium","Low","Young Adult"
"2913","CUST4015",45,"Female",49591,17,"South","Gold",19,"Medium","Low","Adult"
"2914","CUST4016",19,"Female",28554,70,"West","Platinum",13,"Low","High","Teen"
"2915","CUST4018",30,"Male",50006,50,"North","Platinum",14,"Medium","Low","Young Adult"
"2916","CUST4019",40,"Male",47590,42,"West","Platinum",14,"Medium","Low","Adult"
"2917","CUST4020",47,"Female",62764,54,"East","Silver",11,"Medium","High","Adult"
"2918","CUST4021",30,"Male",61359,65,"North","Platinum",18,"Medium","High","Young Adult"
"2919","CUST4022",30,"Female",59076,75,"South","Platinum",20,"Medium","High","Young Adult"
"2920","CUST4023",46,"Male",45795,71,"East","Silver",20,"Medium","High","Adult"
"2921","CUST4024",16,"Female",29290,35,"East","Gold",18,"Low","Low","Teen"
"2922","CUST4025",31,"Male",56181,66,"South","Platinum",13,"Medium","High","Young Adult"
"2923","CUST4026",36,"Female",57877,55,"East","Platinum",17,"Medium","High","Young Adult"
"2924","CUST4027",39,"Female",14172,40,"East","Gold",10,"Low","Low","Young Adult"
"2925","CUST4028",29,"Male",37484,46,"East","Platinum",16,"Medium","Low","Young Adult"
"2926","CUST4029",35,"Male",39634,39,"West","Gold",23,"Medium","Low","Young Adult"
"2927","CUST4030",10,"Male",51775,50,"East","Gold",9,"Medium","Low","Teen"
"2928","CUST4031",28,"Female",37949,39,"East","Gold",12,"Medium","Low","Young Adult"
"2929","CUST4032",39,"Male",49427,34,"North","Platinum",19,"Medium","Low","Young Adult"
"2930","CUST4033",25,"Female",46841,57,"South","Gold",10,"Medium","High","Young Adult"
"2931","CUST4034",35,"Male",47612,59,"West","Platinum",22,"Medium","High","Young Adult"
"2932","CUST4035",39,"Male",39254,47,"West","Silver",19,"Medium","Low","Young Adult"
"2933","CUST4036",31,"Female",40415,70,"South","Gold",20,"Medium","High","Young Adult"
"2934","CUST4037",36,"Female",33795,46,"West","Platinum",20,"Medium","Low","Young Adult"
"2935","CUST4038",25,"Male",55701,45,"West","Gold",8,"Medium","Low","Young Adult"
"2936","CUST4039",32,"Female",58566,59,"West","Platinum",9,"Medium","High","Young Adult"
"2937","CUST4040",41,"Female",38440,48,"North","Platinum",21,"Medium","Low","Adult"
"2938","CUST4041",36,"Male",72809,51,"North","Silver",13,"High","High","Young Adult"
"2939","CUST4042",29,"Female",45280,12,"West","Gold",14,"Medium","Low","Young Adult"
"2940","CUST4043",37,"Male",72952,50,"South","Platinum",18,"High","Low","Young Adult"
"2941","CUST4044",42,"Male",40368,22,"South","Silver",15,"Medium","Low","Adult"
"2942","CUST4045",14,"Female",19601,31,"North","Platinum",20,"Low","Low","Teen"
"2943","CUST4046",46,"Male",56032,29,"North","Platinum",17,"Medium","Low","Adult"
"2944","CUST4047",31,"Female",53728,34,"East","Silver",14,"Medium","Low","Young Adult"
"2945","CUST4048",39,"Male",50515,41,"North","Gold",14,"Medium","Low","Young Adult"
"2946","CUST4049",46,"Female",40366,42,"West","Silver",16,"Medium","Low","Adult"
"2947","CUST4050",21,"Female",49481,59,"North","Gold",16,"Medium","High","Young Adult"
"2948","CUST4051",27,"Female",42331,53,"East","Platinum",19,"Medium","High","Young Adult"
"2949","CUST4052",32,"Female",45464,21,"East","Platinum",15,"Medium","Low","Young Adult"
"2950","CUST4053",27,"Female",62624,51,"South","Silver",14,"Medium","High","Young Adult"
"2951","CUST4054",52,"Male",52763,54,"South","Silver",14,"Medium","High","Adult"
"2952","CUST4055",26,"Male",59149,45,"West","Silver",12,"Medium","Low","Young Adult"
"2953","CUST4056",29,"Female",46521,49,"North","Platinum",23,"Medium","Low","Young Adult"
"2954","CUST4057",37,"Male",44869,52,"East","Gold",10,"Medium","High","Young Adult"
"2955","CUST4058",22,"Female",32697,61,"East","Silver",8,"Medium","High","Young Adult"
"2956","CUST4059",31,"Female",44449,26,"South","Gold",19,"Medium","Low","Young Adult"
"2957","CUST4061",31,"Male",41146,72,"North","Silver",25,"Medium","High","Young Adult"
"2958","CUST4062",34,"Female",48771,71,"East","Silver",14,"Medium","High","Young Adult"
"2959","CUST4063",29,"Female",50006,50,"South","Silver",14,"Medium","Low","Young Adult"
"2960","CUST4064",19,"Female",45969,58,"North","Platinum",10,"Medium","High","Teen"
"2961","CUST4065",38,"Female",55215,74,"North","Platinum",15,"Medium","High","Young Adult"
"2962","CUST4066",52,"Female",50006,50,"North","Silver",14,"Medium","Low","Adult"
"2963","CUST4067",35,"Female",49147,48,"South","Platinum",5,"Medium","Low","Young Adult"
"2964","CUST4068",37,"Male",24807,35,"South","Platinum",12,"Low","Low","Young Adult"
"2965","CUST4069",41,"Female",31875,45,"South","Platinum",15,"Medium","Low","Adult"
"2966","CUST4071",52,"Male",69143,26,"West","Gold",12,"Medium","Low","Adult"
"2967","CUST4072",37,"Female",55568,42,"West","Gold",7,"Medium","Low","Young Adult"
"2968","CUST4073",51,"Female",50273,28,"South","Platinum",18,"Medium","Low","Adult"
"2969","CUST4074",27,"Male",49707,51,"South","Gold",11,"Medium","High","Young Adult"
"2970","CUST4075",53,"Female",39295,31,"West","Silver",23,"Medium","Low","Adult"
"2971","CUST4076",42,"Male",41840,48,"East","Gold",14,"Medium","Low","Adult"
"2972","CUST4077",40,"Female",50006,50,"East","Silver",14,"Medium","Low","Adult"
"2973","CUST4078",37,"Male",29219,59,"East","Gold",3,"Low","High","Young Adult"
"2974","CUST4079",32,"Male",58895,68,"East","Gold",8,"Medium","High","Young Adult"
"2975","CUST4080",47,"Male",44172,44,"West","Silver",14,"Medium","Low","Adult"
"2976","CUST4081",36,"Female",62383,47,"North","Silver",3,"Medium","Low","Young Adult"
"2977","CUST4082",15,"Female",64416,47,"North","Platinum",11,"Medium","Low","Teen"
"2978","CUST4083",23,"Male",24903,52,"East","Gold",12,"Low","High","Young Adult"
"2979","CUST4084",33,"Male",41276,49,"South","Silver",11,"Medium","Low","Young Adult"
"2980","CUST4085",38,"Female",37167,61,"East","Platinum",12,"Medium","High","Young Adult"
"2981","CUST4086",34,"Female",22809,68,"East","Silver",12,"Low","High","Young Adult"
"2982","CUST4087",47,"Female",34512,37,"North","Platinum",11,"Medium","Low","Adult"
"2983","CUST4088",15,"Female",86618,45,"South","Platinum",22,"High","Low","Teen"
"2984","CUST4089",36,"Female",59142,63,"North","Silver",11,"Medium","High","Young Adult"
"2985","CUST4090",16,"Male",78759,28,"South","Silver",1,"High","Low","Teen"
"2986","CUST4091",42,"Female",62436,20,"West","Gold",6,"Medium","Low","Adult"
"2987","CUST4092",34,"Male",38872,53,"North","Gold",18,"Medium","High","Young Adult"
"2988","CUST4093",39,"Female",44273,57,"West","Platinum",17,"Medium","High","Young Adult"
"2989","CUST4094",26,"Male",58826,39,"West","Silver",12,"Medium","Low","Young Adult"
"2990","CUST4095",47,"Male",56562,41,"East","Gold",7,"Medium","Low","Adult"
"2991","CUST4096",45,"Female",41339,38,"South","Platinum",18,"Medium","Low","Adult"
"2992","CUST4097",40,"Male",27350,36,"North","Gold",7,"Low","Low","Adult"
"2993","CUST4099",40,"Male",47882,32,"North","Gold",12,"Medium","Low","Adult"
"2994","CUST4100",27,"Male",45113,46,"West","Silver",17,"Medium","Low","Young Adult"
"2995","CUST4101",43,"Female",51700,36,"North","Platinum",12,"Medium","Low","Adult"
"2996","CUST4102",51,"Male",46359,28,"North","Platinum",22,"Medium","Low","Adult"
"2997","CUST4103",45,"Female",50006,50,"East","Gold",14,"Medium","Low","Adult"
"2998","CUST4104",27,"Male",69304,42,"South","Gold",17,"Medium","Low","Young Adult"
"2999","CUST4105",38,"Female",48131,52,"North","Gold",13,"Medium","High","Young Adult"
"3000","CUST4106",22,"Female",32559,27,"West","Silver",11,"Medium","Low","Young Adult"
"3001","CUST4107",40,"Female",47575,38,"West","Gold",21,"Medium","Low","Adult"
"3002","CUST4108",39,"Male",43033,61,"East","Gold",9,"Medium","High","Young Adult"
"3003","CUST4109",16,"Female",71358,88,"West","Silver",16,"High","High","Teen"
"3004","CUST4110",23,"Female",67566,20,"North","Gold",15,"Medium","Low","Young Adult"
"3005","CUST4111",32,"Male",51612,46,"South","Silver",8,"Medium","Low","Young Adult"
"3006","CUST4112",31,"Female",30818,56,"North","Silver",19,"Medium","High","Young Adult"
"3007","CUST4113",22,"Male",31611,40,"East","Gold",25,"Medium","Low","Young Adult"
"3008","CUST4114",38,"Male",50226,62,"West","Silver",23,"Medium","High","Young Adult"
"3009","CUST4115",37,"Female",55044,36,"North","Gold",16,"Medium","Low","Young Adult"
"3010","CUST4116",33,"Male",44380,52,"North","Silver",13,"Medium","High","Young Adult"
"3011","CUST4117",27,"Male",42797,42,"West","Platinum",19,"Medium","Low","Young Adult"
"3012","CUST4118",45,"Male",41108,68,"South","Gold",19,"Medium","High","Adult"
"3013","CUST4119",51,"Female",50006,50,"South","Platinum",14,"Medium","Low","Adult"
"3014","CUST4120",30,"Male",14258,44,"South","Platinum",3,"Low","Low","Young Adult"
"3015","CUST4121",28,"Male",50006,50,"West","Platinum",14,"Medium","Low","Young Adult"
"3016","CUST4122",39,"Male",40594,34,"North","Platinum",17,"Medium","Low","Young Adult"
"3017","CUST4123",31,"Female",68112,51,"East","Gold",16,"Medium","High","Young Adult"
"3018","CUST4124",33,"Male",37792,22,"North","Silver",12,"Medium","Low","Young Adult"
"3019","CUST4125",42,"Female",52707,33,"West","Gold",16,"Medium","Low","Adult"
"3020","CUST4126",15,"Male",53398,55,"West","Gold",7,"Medium","High","Teen"
"3021","CUST4127",48,"Female",69468,35,"North","Silver",14,"Medium","Low","Adult"
"3022","CUST4128",35,"Female",68938,41,"West","Platinum",13,"Medium","Low","Young Adult"
"3023","CUST4129",30,"Female",49137,57,"North","Silver",5,"Medium","High","Young Adult"
"3024","CUST4130",34,"Male",42867,41,"North","Platinum",15,"Medium","Low","Young Adult"
"3025","CUST4131",34,"Male",40042,62,"South","Gold",7,"Medium","High","Young Adult"
"3026","CUST4132",17,"Male",46384,53,"West","Silver",19,"Medium","High","Teen"
"3027","CUST4133",49,"Female",43489,56,"West","Silver",16,"Medium","High","Adult"
"3028","CUST4134",35,"Male",58304,68,"South","Platinum",11,"Medium","High","Young Adult"
"3029","CUST4135",39,"Male",56304,54,"South","Silver",9,"Medium","High","Young Adult"
"3030","CUST4136",44,"Female",58877,73,"South","Gold",8,"Medium","High","Adult"
"3031","CUST4137",24,"Male",68889,63,"East","Silver",12,"Medium","High","Young Adult"
"3032","CUST4138",39,"Male",77943,42,"West","Silver",18,"High","Low","Young Adult"
"3033","CUST4139",32,"Female",51869,69,"North","Gold",13,"Medium","High","Young Adult"
"3034","CUST4140",43,"Female",66491,53,"North","Platinum",14,"Medium","High","Adult"
